Geneid,0,5,10,15
gene-PA4214,2094.0,193.66666666666666,23.333333333333332,144.0
gene-PA4694,684.6666666666666,814.6666666666666,120.66666666666667,95.33333333333333
gene-PA5103,50.0,82.66666666666667,13.333333333333334,89.66666666666667
gene-PA2972,38.666666666666664,117.33333333333333,13.666666666666666,28.333333333333332
gene-PA5432,7.333333333333333,42.0,3.6666666666666665,79.66666666666667
gene-PA3512,11.666666666666666,48.666666666666664,6.0,74.0
gene-PA5095,33.0,85.66666666666667,12.666666666666666,80.66666666666667
gene-PPLUZ19_gp16,32.333333333333336,5271.666666666667,93921.33333333333,63454.666666666664
gene-PA0035,45.0,68.33333333333333,7.0,61.666666666666664
gene-PA2709,170.66666666666666,142.66666666666666,22.333333333333332,75.33333333333333
gene-PA1304,67.66666666666667,144.66666666666666,19.666666666666668,256.6666666666667
gene-PA0803,27.666666666666668,40.333333333333336,6.333333333333333,51.666666666666664
gene-PA4870,12.666666666666666,29.666666666666668,10.0,27.333333333333332
gene-PA2594,20.666666666666668,49.0,8.666666666666666,55.333333333333336
gene-PA0495,35.666666666666664,71.66666666666667,10.0,47.333333333333336
gene-PA1915,67.0,89.33333333333333,12.666666666666666,104.0
gene-PPLUZ19_gp40,1.3333333333333333,20400.0,4504.0,57696.333333333336
gene-PA0045,155.33333333333334,365.0,78.66666666666667,75.33333333333333
gene-PA5320,352.6666666666667,185.0,90.66666666666667,92.0
gene-PA4147,319.0,91.33333333333333,15.666666666666666,119.33333333333333
gene-PA3417,17.0,29.0,3.0,66.0
gene-PA2962,60.666666666666664,94.33333333333333,11.0,37.333333333333336
gene-PA5216,124.66666666666667,92.0,17.666666666666668,108.0
gene-PA0887,845.3333333333334,652.3333333333334,124.66666666666667,250.33333333333334
gene-PA1281,7.666666666666667,18.333333333333332,1.6666666666666667,24.333333333333332
gene-PA2037,79.0,223.33333333333334,23.333333333333332,126.33333333333333
gene-PA2057,21.333333333333332,75.66666666666667,8.666666666666666,97.0
gene-PPLUZ19_gp44,0.0,4008.3333333333335,739.3333333333334,8323.333333333334
gene-PA2279,8.0,35.333333333333336,4.666666666666667,78.0
gene-PA4180,125.33333333333333,147.33333333333334,19.333333333333332,130.33333333333334
gene-PA2433,9.666666666666666,31.666666666666668,3.6666666666666665,33.333333333333336
gene-PA4222,225.0,232.33333333333334,53.666666666666664,57.0
gene-PA3526,77.0,94.0,17.0,43.666666666666664
gene-PA1143,7.333333333333333,21.666666666666668,1.3333333333333333,22.0
gene-PA5496,107.33333333333333,120.0,11.666666666666666,30.0
gene-PA5428,51.333333333333336,70.66666666666667,12.333333333333334,161.33333333333334
gene-PA2908,20.0,33.333333333333336,7.333333333333333,43.0
gene-PA0435,18.333333333333332,80.0,7.0,130.66666666666666
gene-PA1259,13.666666666666666,43.0,7.0,58.666666666666664
gene-PA3303,24.333333333333332,63.666666666666664,11.333333333333334,66.0
gene-PA5542,265.3333333333333,286.6666666666667,36.666666666666664,111.33333333333333
gene-PA5167,458.6666666666667,920.3333333333334,84.66666666666667,77.66666666666667
gene-PA5354,10.666666666666666,22.333333333333332,81.33333333333333,36.0
gene-PPLUZ19_gp48,0.0,6903.0,1870.6666666666667,10950.333333333334
gene-PA1831,86.0,109.33333333333333,21.666666666666668,58.0
gene-PA1023,49.333333333333336,79.0,8.333333333333334,97.33333333333333
gene-PA3303a,7.666666666666667,25.666666666666668,2.0,22.333333333333332
gene-PA3368,17.0,43.333333333333336,6.666666666666667,35.0
gene-PA1542,14.333333333333334,58.666666666666664,8.0,26.666666666666668
gene-PA5039,324.3333333333333,263.3333333333333,30.333333333333332,42.0
gene-PA0516,17.0,82.0,7.666666666666667,160.0
gene-PA0955,153.33333333333334,241.66666666666666,33.666666666666664,68.33333333333333
gene-PA1947,49.333333333333336,84.66666666666667,11.333333333333334,59.0
gene-PA0668.3,370.0,472.3333333333333,212.33333333333334,192.33333333333334
gene-PA3110,90.33333333333333,185.66666666666666,32.333333333333336,36.0
gene-PA0542,138.33333333333334,108.0,16.0,76.0
gene-PA5193,103.66666666666667,138.0,22.0,124.33333333333333
gene-PA2231,52.333333333333336,125.33333333333333,17.0,81.33333333333333
gene-PA1870,7.333333333333333,27.333333333333332,3.6666666666666665,32.333333333333336
gene-PA4977,41.666666666666664,102.0,13.666666666666666,88.0
gene-PA2659,60.666666666666664,68.66666666666667,15.333333333333334,20.666666666666668
gene-PA0358,21.333333333333332,74.33333333333333,15.0,47.666666666666664
gene-PA2692,25.0,42.666666666666664,6.666666666666667,68.33333333333333
gene-PA2922,8.666666666666666,56.666666666666664,5.333333333333333,71.66666666666667
gene-PA5149.1,93.66666666666667,94.0,18.666666666666668,28.666666666666668
gene-PA3314,16.0,20.333333333333332,5.333333333333333,33.0
gene-PA3079,891.3333333333334,1536.3333333333333,82.33333333333333,173.66666666666666
gene-PA0710,47.333333333333336,24.333333333333332,12.666666666666666,47.666666666666664
gene-PA4439,123.0,158.66666666666666,27.333333333333332,85.33333333333333
gene-PA0332,25.666666666666668,38.666666666666664,6.666666666666667,14.666666666666666
gene-PA0626,100.0,161.33333333333334,99.33333333333333,114.33333333333333
gene-PA4721,101.66666666666667,96.0,10.666666666666666,75.66666666666667
gene-PA1031,329.6666666666667,239.66666666666666,47.333333333333336,323.6666666666667
gene-PA2102,36.666666666666664,44.333333333333336,6.0,12.0
gene-PA2936,3.3333333333333335,25.333333333333332,2.3333333333333335,25.0
gene-PA5408,31.0,27.666666666666668,3.6666666666666665,30.666666666666668
gene-PA0793,456.0,223.33333333333334,69.66666666666667,108.66666666666667
gene-PA1373,16.666666666666668,43.333333333333336,7.333333333333333,53.333333333333336
gene-PA3617,516.6666666666666,400.6666666666667,93.0,116.33333333333333
gene-PA1013,414.6666666666667,396.3333333333333,73.66666666666667,72.0
gene-PA2800,261.3333333333333,337.6666666666667,61.666666666666664,69.0
gene-PA3109,50.666666666666664,88.33333333333333,18.0,38.666666666666664
gene-PA0499,34.666666666666664,93.33333333333333,11.666666666666666,74.66666666666667
gene-PA1022,60.333333333333336,342.0,12.0,95.33333333333333
gene-PA2932,13.333333333333334,41.666666666666664,8.0,79.66666666666667
gene-PA3652,325.0,322.3333333333333,91.66666666666667,108.33333333333333
gene-PA2109,18.0,35.666666666666664,6.333333333333333,40.0
gene-PA1528,547.3333333333334,431.3333333333333,72.0,86.66666666666667
gene-PA1364,48.666666666666664,32.666666666666664,8.0,59.333333333333336
gene-PA0163,24.666666666666668,76.33333333333333,7.0,134.66666666666666
gene-PA2021,5.0,13.0,2.3333333333333335,21.666666666666668
gene-PA3208,25.666666666666668,32.0,7.666666666666667,18.666666666666668
gene-PA2258,10.666666666666666,48.0,4.333333333333333,56.666666666666664
gene-PA3581,25.0,92.66666666666667,9.333333333333334,103.33333333333333
gene-PA4551,797.6666666666666,137.66666666666666,833.0,31.666666666666668
gene-PA4926,22.333333333333332,56.666666666666664,10.333333333333334,54.333333333333336
gene-PA5452,602.3333333333334,598.0,48.666666666666664,110.66666666666667
gene-PA1885,21.666666666666668,15.0,3.6666666666666665,31.333333333333332
gene-PA0077,149.33333333333334,285.3333333333333,45.0,379.6666666666667
gene-PA1553,259.0,315.3333333333333,73.33333333333333,75.66666666666667
gene-PA2060,6.333333333333333,34.333333333333336,4.333333333333333,55.333333333333336
gene-PA2916,3.3333333333333335,22.333333333333332,2.0,34.666666666666664
gene-PA2400,12544.333333333334,14155.333333333334,2196.0,1206.0
gene-PA1009,54.0,101.0,14.0,58.666666666666664
gene-PA3833,80.66666666666667,40.666666666666664,6.666666666666667,25.0
gene-PA0318,153.33333333333334,126.66666666666667,22.0,95.0
gene-PA0195.1,12.666666666666666,38.0,3.3333333333333335,42.666666666666664
gene-PA0155,20.0,91.0,13.333333333333334,109.0
gene-PA4459,110.0,175.66666666666666,36.666666666666664,47.666666666666664
gene-PA0580,106.33333333333333,150.0,37.333333333333336,90.0
gene-PA3915,13.666666666666666,51.666666666666664,11.666666666666666,63.666666666666664
gene-PA4409,380.3333333333333,457.0,38.333333333333336,86.66666666666667
gene-PA0831,43.666666666666664,78.66666666666667,13.333333333333334,110.33333333333333
gene-PA2971,958.0,1127.0,338.0,201.0
gene-PA2083,21.333333333333332,60.333333333333336,5.333333333333333,63.333333333333336
gene-PA5052,31.0,47.666666666666664,8.666666666666666,41.0
gene-PA0361,61.666666666666664,119.66666666666667,18.666666666666668,119.66666666666667
gene-PA5439,80.33333333333333,105.33333333333333,17.333333333333332,146.0
gene-PA3424,17.333333333333332,50.333333333333336,12.666666666666666,56.666666666666664
gene-PA2905,2.3333333333333335,17.333333333333332,1.6666666666666667,20.333333333333332
gene-PA3115,1432.3333333333333,882.0,153.33333333333334,184.33333333333334
gene-PA3302,99.0,119.0,24.0,52.666666666666664
gene-PA3602,50.333333333333336,113.33333333333333,19.333333333333332,121.66666666666667
gene-PA0207,21.666666666666668,59.666666666666664,5.0,117.66666666666667
gene-PA3482,283.3333333333333,372.6666666666667,65.33333333333333,121.33333333333333
gene-PA2257,1.0,8.333333333333334,1.3333333333333333,13.333333333333334
gene-PA0728,119.66666666666667,82.0,10.0,31.333333333333332
gene-PA2882,10.0,42.333333333333336,6.333333333333333,70.33333333333333
gene-PA4218,281.0,421.3333333333333,53.333333333333336,96.33333333333333
gene-PA4606,484.3333333333333,716.0,79.66666666666667,164.0
gene-PA3446,10.333333333333334,54.0,4.0,75.33333333333333
gene-PA5489,440.6666666666667,284.6666666666667,55.666666666666664,54.333333333333336
gene-PA0511,14.666666666666666,47.333333333333336,8.0,123.0
gene-PA0940,21.666666666666668,38.666666666666664,12.0,8.333333333333334
gene-PA4807,54.666666666666664,78.0,10.333333333333334,107.66666666666667
gene-PA4840,31.333333333333332,50.0,13.0,41.0
gene-PA4994,1345.3333333333333,104.0,1379.3333333333333,70.0
gene-PA0326,21.666666666666668,125.33333333333333,11.333333333333334,62.666666666666664
gene-PA4524,1721.3333333333333,135.33333333333334,26.333333333333332,80.66666666666667
gene-PA3839,1090.6666666666667,164.66666666666666,106.33333333333333,221.66666666666666
gene-PA4607,2216.6666666666665,984.3333333333334,174.33333333333334,110.0
gene-PA3336,42.666666666666664,51.0,6.666666666666667,69.33333333333333
gene-PA0412,367.6666666666667,336.3333333333333,38.666666666666664,130.33333333333334
gene-PA1116,55.0,117.33333333333333,22.333333333333332,62.333333333333336
gene-PA2115,27.333333333333332,46.0,9.666666666666666,35.0
gene-PA0220,45.333333333333336,110.33333333333333,12.0,153.0
gene-PA4350,19.333333333333332,30.333333333333332,3.6666666666666665,41.333333333333336
gene-PA4552,81.66666666666667,186.0,20.0,63.333333333333336
gene-PA2565,12.333333333333334,29.333333333333332,4.333333333333333,27.0
gene-PA5348,529.3333333333334,317.3333333333333,90.33333333333333,33.0
gene-PA0312,134.0,76.66666666666667,11.0,34.333333333333336
gene-PA0824,23.666666666666668,41.333333333333336,7.666666666666667,27.333333333333332
gene-PA0348,15.0,69.33333333333333,10.0,100.0
gene-PA0221,17.0,79.33333333333333,10.666666666666666,127.66666666666667
gene-PA2064,8.333333333333334,33.0,4.333333333333333,61.0
gene-PA0274,10.666666666666666,50.666666666666664,5.0,113.66666666666667
gene-PA1325,5.0,27.333333333333332,4.333333333333333,53.666666666666664
gene-PA0076,30.666666666666668,41.666666666666664,8.0,49.0
gene-PA1529,155.0,351.6666666666667,48.0,150.66666666666666
gene-PA0859,13.333333333333334,40.0,8.0,40.666666666666664
gene-PA1231,4.666666666666667,29.666666666666668,2.6666666666666665,43.0
gene-PA3597,23.666666666666668,101.33333333333333,16.666666666666668,81.0
gene-PA0846,39.333333333333336,102.33333333333333,19.666666666666668,37.666666666666664
gene-PA4049,40.0,90.66666666666667,13.666666666666666,71.66666666666667
gene-PA1640,119.0,111.33333333333333,23.0,87.66666666666667
gene-PA3456,22.666666666666668,54.0,9.333333333333334,60.0
gene-PA2229,22.666666666666668,47.666666666666664,5.0,62.333333333333336
gene-PA3190,2697.0,1244.3333333333333,115.33333333333333,204.33333333333334
gene-PA0305,63.666666666666664,213.33333333333334,27.666666666666668,318.3333333333333
gene-PA0905.1,579.6666666666666,401.3333333333333,186.66666666666666,77.66666666666667
gene-PA0085,810.0,573.0,111.0,119.33333333333333
gene-PA3223,10.0,56.0,5.666666666666667,28.0
gene-PA2028,20.0,68.33333333333333,9.0,44.666666666666664
gene-PA2845,4.666666666666667,13.666666666666666,0.0,18.333333333333332
gene-PA1473,10.0,24.333333333333332,3.3333333333333335,42.333333333333336
gene-PA0142,22.0,90.0,13.0,141.0
gene-PA4429,169.0,267.0,81.66666666666667,88.66666666666667
gene-PA3668,37.666666666666664,34.666666666666664,5.666666666666667,17.666666666666668
gene-PA5085,51.0,55.0,20.666666666666668,55.333333333333336
gene-PA1275,6.333333333333333,16.0,4.666666666666667,24.666666666666668
gene-PA1303,35.333333333333336,81.0,6.0,73.0
gene-PA4445,55.333333333333336,103.0,13.333333333333334,79.0
gene-PA0907,262.6666666666667,60.666666666666664,12.0,31.666666666666668
gene-PA2096,15.333333333333334,37.0,6.333333333333333,62.0
gene-PA2656,68.0,123.33333333333333,20.0,81.33333333333333
gene-PA3555,4.666666666666667,15.666666666666666,2.6666666666666665,36.333333333333336
gene-PA4839,156.33333333333334,276.3333333333333,54.666666666666664,178.66666666666666
gene-PA0969,726.0,570.3333333333334,87.66666666666667,85.0
gene-PA0935,224.33333333333334,190.33333333333334,35.666666666666664,68.33333333333333
gene-PA2628,28.0,54.333333333333336,6.666666666666667,85.66666666666667
gene-PA3799,471.0,807.0,126.0,127.0
gene-PA1296,55.0,107.66666666666667,14.0,115.0
gene-PA1115,86.66666666666667,139.66666666666666,18.0,112.0
gene-PA2051,3.0,14.0,1.3333333333333333,51.666666666666664
gene-PA2953,190.33333333333334,412.6666666666667,100.0,144.66666666666666
gene-PA2885,51.666666666666664,50.666666666666664,6.333333333333333,81.0
gene-PA0109,32.0,35.0,4.0,15.333333333333334
gene-PA3674,39.333333333333336,82.66666666666667,9.666666666666666,58.666666666666664
gene-PA3131,105.66666666666667,64.33333333333333,10.0,28.666666666666668
gene-PA2977,285.6666666666667,384.6666666666667,61.666666666666664,69.33333333333333
gene-PA1868,18.0,70.0,8.666666666666666,90.33333333333333
gene-PA3918,56.666666666666664,62.0,11.0,40.333333333333336
gene-PA5234,61.333333333333336,101.66666666666667,28.333333333333332,85.66666666666667
gene-PA4770,95.0,180.33333333333334,21.0,155.0
gene-PA1979,5.0,14.0,2.3333333333333335,36.333333333333336
gene-PA5382,11.0,43.666666666666664,6.333333333333333,109.0
gene-PA1986,25.333333333333332,46.666666666666664,5.666666666666667,75.0
gene-PA4217,410.3333333333333,617.6666666666666,87.33333333333333,133.66666666666666
gene-PA0507,41.666666666666664,106.66666666666667,18.666666666666668,159.0
gene-PA2513,4.0,48.666666666666664,4.0,56.0
gene-PA5300,212.0,173.33333333333334,72.66666666666667,72.66666666666667
gene-PA0235,17.333333333333332,112.66666666666667,12.333333333333334,212.66666666666666
gene-PA3659,61.0,109.66666666666667,18.666666666666668,135.66666666666666
gene-PA3767,199.0,76.66666666666667,9.333333333333334,57.333333333333336
gene-PA5146,129.66666666666666,229.0,39.0,205.66666666666666
gene-PA3381,6.0,32.0,3.6666666666666665,59.666666666666664
gene-PA4280.4,705.3333333333334,1076.6666666666667,375.3333333333333,462.3333333333333
gene-PA0819,11.333333333333334,55.0,7.333333333333333,33.666666666666664
gene-PA0524,28.666666666666668,106.33333333333333,13.0,93.66666666666667
gene-PA4961,230.33333333333334,218.33333333333334,85.33333333333333,163.0
gene-PA2752,12.0,28.0,4.0,28.0
gene-PA0775,109.0,59.0,72.33333333333333,42.666666666666664
gene-PA3790,144.33333333333334,330.6666666666667,91.66666666666667,266.0
gene-PA0243,36.0,66.33333333333333,11.333333333333334,39.333333333333336
gene-PA2806,30.0,58.0,10.333333333333334,46.333333333333336
gene-PPLUZ19_gp5,6.0,22879.333333333332,16187.0,8049.333333333333
gene-PA4777,23.333333333333332,121.0,8.333333333333334,192.0
gene-PA1784,13.333333333333334,63.0,7.0,43.666666666666664
gene-PA0050,158.33333333333334,157.33333333333334,51.333333333333336,79.66666666666667
gene-PA1228,6.666666666666667,16.0,3.6666666666666665,18.666666666666668
gene-PA0276,14.0,32.0,8.0,32.333333333333336
gene-PA0957,963.0,73.0,1756.6666666666667,115.33333333333333
gene-PA2879,27.0,45.333333333333336,4.666666666666667,46.333333333333336
gene-PA1125,41.0,49.666666666666664,8.0,35.333333333333336
gene-PA1875,52.666666666666664,91.0,12.666666666666666,89.66666666666667
gene-PA1360,28.333333333333332,73.0,12.0,45.333333333333336
gene-PA0399,594.3333333333334,751.0,134.66666666666666,150.33333333333334
gene-PA3197,77.33333333333333,85.0,14.333333333333334,76.33333333333333
gene-PA2875,70.0,65.66666666666667,9.666666666666666,42.666666666666664
gene-PA2434,24.333333333333332,36.666666666666664,3.6666666666666665,35.333333333333336
gene-PA1494,20.333333333333332,72.33333333333333,10.666666666666666,76.0
gene-PA1091,2429.0,922.0,112.0,279.0
gene-PA0308,75.66666666666667,93.0,17.666666666666668,84.0
gene-PA1246,116.0,110.33333333333333,14.0,109.66666666666667
gene-PA0205,31.666666666666668,124.66666666666667,12.0,139.0
gene-PA1155,272.6666666666667,458.3333333333333,62.666666666666664,129.0
gene-PA4125,6.0,52.0,3.6666666666666665,64.0
gene-PA0637,50.333333333333336,93.33333333333333,47.333333333333336,79.0
gene-PA4175,155.33333333333334,219.33333333333334,38.333333333333336,91.33333333333333
gene-PA3052,35.0,70.33333333333333,9.333333333333334,68.33333333333333
gene-PA2117,66.66666666666667,68.66666666666667,16.0,41.666666666666664
gene-PA4756,970.0,1388.6666666666667,276.3333333333333,320.0
gene-PA1305,30.333333333333332,74.33333333333333,10.666666666666666,73.66666666666667
gene-PA0282,12.666666666666666,61.666666666666664,8.666666666666666,122.0
gene-PA3479,63.666666666666664,95.33333333333333,15.666666666666666,48.0
gene-PA2146,2.3333333333333335,16.333333333333332,1.3333333333333333,12.0
gene-PA4166,534.3333333333334,39.666666666666664,4.666666666666667,34.333333333333336
gene-PA0434,50.666666666666664,167.66666666666666,19.0,225.66666666666666
gene-PA3650,352.0,292.0,82.66666666666667,134.0
gene-PA4991,64.0,122.66666666666667,20.0,97.66666666666667
gene-PA4073,27.0,98.33333333333333,29.0,131.66666666666666
gene-PA1332,24.666666666666668,46.0,6.666666666666667,79.0
gene-PA4004,130.66666666666666,209.66666666666666,27.0,93.0
gene-PPLUZ19_gp6,4.666666666666667,17003.0,12210.0,6388.0
gene-PA4345,26.666666666666668,59.333333333333336,11.333333333333334,84.33333333333333
gene-PA1129,10.333333333333334,21.333333333333332,3.3333333333333335,19.666666666666668
gene-PA4497,94.33333333333333,818.0,19.333333333333332,127.33333333333333
gene-PA0105,89.33333333333333,160.0,24.666666666666668,65.0
gene-PA1147,13.333333333333334,50.666666666666664,9.666666666666666,61.666666666666664
gene-PA5499,54.666666666666664,57.666666666666664,13.666666666666666,30.0
gene-PA0211,11.0,55.666666666666664,4.333333333333333,106.0
gene-PA5497,285.6666666666667,256.6666666666667,39.333333333333336,75.33333333333333
gene-PA2219,15.666666666666666,57.666666666666664,6.666666666666667,68.66666666666667
gene-PA1016,26.666666666666668,46.0,8.333333333333334,86.66666666666667
gene-PA1368,43.666666666666664,81.66666666666667,13.0,48.0
gene-PA1950,130.33333333333334,76.33333333333333,14.0,42.0
gene-PA2687,129.0,68.66666666666667,12.333333333333334,86.0
gene-PA2234,39.333333333333336,95.0,12.333333333333334,28.333333333333332
gene-PA4999,530.3333333333334,253.66666666666666,122.0,414.0
gene-PA0594,428.3333333333333,516.6666666666666,91.0,169.33333333333334
gene-PA2821,75.0,83.66666666666667,14.666666666666666,58.0
gene-PA0021,9.666666666666666,23.333333333333332,1.6666666666666667,36.666666666666664
gene-PA2771,63.0,110.0,19.333333333333332,57.0
gene-PA2698,18.0,58.333333333333336,5.333333333333333,54.0
gene-PA2524,65.33333333333333,83.33333333333333,13.666666666666666,87.33333333333333
gene-PA0124,18.666666666666668,41.0,6.333333333333333,36.333333333333336
gene-PA2537,24.666666666666668,70.0,20.333333333333332,74.0
gene-PA5097,22.0,107.0,13.0,162.0
gene-PA1230,6.0,23.666666666666668,3.0,17.333333333333332
gene-PA1126,53.0,64.0,14.666666666666666,38.333333333333336
gene-PA5316,1030.6666666666667,1778.0,582.6666666666666,334.3333333333333
gene-PA2577,18.0,41.0,6.333333333333333,17.666666666666668
gene-PA1461,190.66666666666666,224.0,19.666666666666668,56.666666666666664
gene-PA3826,28.0,72.66666666666667,9.0,39.0
gene-PA4746.1,187.0,592.3333333333334,163.33333333333334,82.0
gene-PA2310,8.0,41.333333333333336,4.0,72.0
gene-PA0891,258.6666666666667,201.33333333333334,24.666666666666668,73.33333333333333
gene-PA4699,189.66666666666666,170.33333333333334,40.333333333333336,59.333333333333336
gene-PA4457,741.0,327.0,65.0,123.0
gene-PA5272,436.3333333333333,213.0,655.6666666666666,359.3333333333333
gene-PA2620,2091.6666666666665,1231.3333333333333,218.0,208.0
gene-PA0989,117.66666666666667,99.0,16.666666666666668,39.666666666666664
gene-PA4144,93.0,61.666666666666664,24.333333333333332,100.66666666666667
gene-PA3075,41.0,111.33333333333333,14.333333333333334,115.66666666666667
gene-PA4930,66.0,97.66666666666667,21.0,94.66666666666667
gene-PA1458,1025.6666666666667,1030.0,111.0,109.0
gene-PA4869,45.333333333333336,98.33333333333333,17.0,81.66666666666667
gene-PA5557,7195.333333333333,7680.0,1159.0,657.3333333333334
gene-PA1386,26.333333333333332,124.33333333333333,13.666666666666666,51.0
gene-PA4751,2124.3333333333335,1399.0,166.33333333333334,267.6666666666667
gene-PA2315,6.333333333333333,27.0,3.3333333333333335,46.333333333333336
gene-PA4489,315.3333333333333,514.0,97.0,1692.0
gene-PA2396,5684.0,4639.333333333333,1180.0,481.0
gene-PA0835,778.0,264.0,30.666666666666668,232.0
gene-PA1521,29.0,97.66666666666667,15.0,115.0
gene-PA1789,151.0,78.66666666666667,12.333333333333334,34.333333333333336
gene-PA5036,2780.3333333333335,1582.3333333333333,153.66666666666666,367.3333333333333
gene-PA3636,307.6666666666667,824.0,144.0,117.33333333333333
gene-PA4208,62.0,91.66666666666667,77.33333333333333,59.666666666666664
gene-PA4220,92.0,157.33333333333334,16.0,32.666666666666664
gene-PA4023,75.0,252.33333333333334,20.333333333333332,144.33333333333334
gene-PA1132,39.666666666666664,101.33333333333333,20.666666666666668,54.666666666666664
gene-PA4050,48.0,113.0,18.333333333333332,81.0
gene-PA0443,22.666666666666668,142.33333333333334,16.0,173.66666666666666
gene-PA0324,58.333333333333336,111.0,14.666666666666666,63.666666666666664
gene-PA1941,48.0,111.66666666666667,20.666666666666668,125.66666666666667
gene-PA3771,19.666666666666668,92.66666666666667,10.666666666666666,105.0
gene-PA3574a,38.666666666666664,50.666666666666664,3.6666666666666665,38.0
gene-PA0194,15.333333333333334,67.66666666666667,10.333333333333334,111.66666666666667
gene-PA5260,168.33333333333334,202.66666666666666,34.333333333333336,82.0
gene-PA2019,38.0,58.333333333333336,8.333333333333334,50.333333333333336
gene-PA3819,117.0,147.33333333333334,27.0,64.0
gene-PA1492,6.0,41.333333333333336,3.6666666666666665,25.666666666666668
gene-PA3331,72.33333333333333,102.0,12.333333333333334,64.0
gene-PA0932,295.6666666666667,663.3333333333334,70.0,69.66666666666667
gene-PA0200,159.33333333333334,32.666666666666664,6.666666666666667,23.0
gene-PA0756,24.666666666666668,47.666666666666664,6.0,73.0
