Geneid,Entity,Symbol,5_R1,5_R2,5_R3,15_R1,15_R2,15_R3,30_R1,30_R2,30_R3
gene-Saur515_RS02110,host,crtO,64.0,83.0,56.0,16.0,25.0,36.0,36.0,44.0,29.0
gene-Saur515_RS11545,host,gene-Saur515_RS11545,285.0,322.0,321.0,110.0,75.0,137.0,191.0,150.0,73.0
gene-Saur515_RS12580,host,gene-Saur515_RS12580,,,,960.0,865.0,1566.0,1584.0,1021.0,545.0
gene-Saur515_RS14170,host,gene-Saur515_RS14170,36.0,38.0,55.0,20.0,21.0,28.0,28.0,12.0,17.0
gene-Saur515_RS12220,host,gene-Saur515_RS12220,,,,810.0,644.0,1325.0,1375.0,867.0,596.0
gene-Saur515_RS10400,host,cysS,1512.0,1418.0,1590.0,404.0,385.0,566.0,467.0,285.0,224.0
gene-Saur515_RS03055,host,hutG,447.0,458.0,482.0,220.0,214.0,381.0,385.0,529.0,175.0
gene-Saur515_RS10165,host,gene-Saur515_RS10165,31.0,31.0,28.0,16.0,17.0,21.0,15.0,11.0,8.0
gene-Saur515_RS11385,host,gene-Saur515_RS11385,501.0,463.0,483.0,137.0,126.0,200.0,207.0,163.0,100.0
gene-Saur515_RS13220,host,gene-Saur515_RS13220,24.0,24.0,33.0,5.0,6.0,18.0,7.0,6.0,1.0
gene-Saur515_RS09850,host,gene-Saur515_RS09850,2877.0,3139.0,3334.0,572.0,509.0,944.0,866.0,722.0,379.0
gene-Saur515_RS00045,host,gene-Saur515_RS00045,92.0,112.0,90.0,17.0,24.0,43.0,37.0,16.0,9.0
gene-Saur515_RS01785,host,gene-Saur515_RS01785,57.0,72.0,59.0,27.0,20.0,37.0,39.0,26.0,12.0
gene-Saur515_RS12530,host,ilvD,56.0,49.0,71.0,5.0,9.0,8.0,15.0,10.0,6.0
gene-Saur515_RS13845,host,gene-Saur515_RS13845,104.0,86.0,106.0,64.0,85.0,119.0,212.0,74.0,85.0
gene-Saur515_RS12645,host,pmtC,641.0,657.0,647.0,145.0,157.0,243.0,200.0,146.0,99.0
gene-phage515_00208,phage,gene-phage515_00208,1998.0,2093.0,2115.0,,,,728.0,856.0,460.0
gene-Saur515_RS01990,host,gene-Saur515_RS01990,2939.0,3252.0,3306.0,744.0,711.0,1137.0,953.0,742.0,418.0
gene-phage515_00180,phage,gene-phage515_00180,1860.0,2096.0,1746.0,,,,,,
gene-Saur515_RS08445,host,gene-Saur515_RS08445,18.0,18.0,11.0,7.0,7.0,6.0,10.0,5.0,4.0
gene-Saur515_RS07525,host,ahpF,,,,,,,,,
gene-Saur515_RS09205,host,rpoE,2462.0,2802.0,3130.0,683.0,406.0,930.0,864.0,609.0,336.0
gene-Saur515_RS03690,host,alsS,1666.0,1110.0,1771.0,621.0,448.0,1184.0,1440.0,893.0,543.0
gene-Saur515_RS11690,host,esxD,21.0,20.0,21.0,14.0,14.0,11.0,10.0,1.0,2.0
gene-Saur515_RS13395,host,gene-Saur515_RS13395,49.0,53.0,62.0,21.0,8.0,16.0,31.0,23.0,12.0
gene-Saur515_RS06010,host,rny,,,,,,,,,
gene-Saur515_RS05370,host,hyl,147.0,154.0,151.0,58.0,50.0,97.0,176.0,101.0,68.0
gene-Saur515_RS13400,host,gene-Saur515_RS13400,75.0,126.0,137.0,41.0,12.0,22.0,20.0,17.0,9.0
gene-Saur515_RS12745,host,gene-Saur515_RS12745,32.0,43.0,53.0,26.0,20.0,22.0,59.0,41.0,21.0
gene-phage515_00124,phage,gene-phage515_00124,762.0,880.0,571.0,,,,,,
gene-Saur515_RS07220,host,gene-Saur515_RS07220,471.0,512.0,546.0,198.0,152.0,280.0,161.0,105.0,58.0
gene-Saur515_RS12935,host,gene-Saur515_RS12935,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0
gene-Saur515_RS06335,host,dnaK,,,,,,,,,
gene-Saur515_RS00320,host,gene-Saur515_RS00320,103.0,89.0,86.0,22.0,25.0,38.0,28.0,23.0,13.0
gene-Saur515_RS10245,host,gene-Saur515_RS10245,500.0,486.0,524.0,96.0,95.0,192.0,156.0,104.0,68.0
gene-Saur515_RS02495,host,gene-Saur515_RS02495,590.0,684.0,627.0,232.0,237.0,410.0,436.0,190.0,164.0
gene-Saur515_RS02130,host,gene-Saur515_RS02130,632.0,619.0,763.0,360.0,280.0,382.0,361.0,367.0,231.0
gene-Saur515_RS03435,host,mspA,767.0,903.0,920.0,205.0,180.0,279.0,276.0,190.0,106.0
gene-Saur515_RS08700,host,trpC,39.0,39.0,32.0,12.0,12.0,19.0,5.0,1.0,1.0
gene-Saur515_RS00715,host,gene-Saur515_RS00715,181.0,224.0,220.0,73.0,48.0,68.0,97.0,57.0,42.0
gene-Saur515_RS02020,host,gene-Saur515_RS02020,66.0,64.0,79.0,20.0,8.0,30.0,27.0,8.0,14.0
gene-phage515_00028,phage,gene-phage515_00028,2515.0,2574.0,2246.0,,,,,,
gene-Saur515_RS00765,host,sbnH,31.0,27.0,25.0,8.0,11.0,23.0,10.0,9.0,8.0
gene-phage515_00152,phage,gene-phage515_00152,,,,,,,,,
gene-Saur515_RS02105,host,gene-Saur515_RS02105,205.0,201.0,200.0,53.0,25.0,70.0,81.0,54.0,22.0
gene-Saur515_RS12165,host,gene-Saur515_RS12165,435.0,439.0,471.0,122.0,96.0,198.0,156.0,125.0,65.0
gene-Saur515_RS08025,host,gene-Saur515_RS08025,96.0,88.0,131.0,29.0,19.0,45.0,44.0,49.0,24.0
gene-Saur515_RS07720,host,gene-Saur515_RS07720,332.0,375.0,378.0,57.0,51.0,97.0,132.0,80.0,39.0
gene-Saur515_RS07555,host,gene-Saur515_RS07555,1787.0,1615.0,2427.0,657.0,547.0,1120.0,1169.0,982.0,
gene-Saur515_RS05125,host,gene-Saur515_RS05125,12.0,21.0,24.0,7.0,6.0,10.0,9.0,9.0,4.0
gene-Saur515_RS05530,host,gene-Saur515_RS05530,2189.0,2215.0,2559.0,556.0,359.0,793.0,726.0,729.0,316.0
gene-Saur515_RS13005,host,gene-Saur515_RS13005,433.0,478.0,517.0,110.0,119.0,217.0,206.0,183.0,96.0
gene-Saur515_RS02380,host,gene-Saur515_RS02380,182.0,202.0,207.0,40.0,47.0,87.0,116.0,35.0,29.0
gene-Saur515_RS09755,host,gene-Saur515_RS09755,1031.0,1100.0,1222.0,280.0,228.0,420.0,280.0,185.0,143.0
gene-Saur515_RS06560,host,gcvPA,1412.0,1534.0,1528.0,341.0,353.0,500.0,505.0,227.0,211.0
gene-Saur515_RS01975,host,gene-Saur515_RS01975,548.0,561.0,698.0,199.0,134.0,313.0,239.0,224.0,140.0
gene-Saur515_RS12910,host,gene-Saur515_RS12910,6.0,0.0,7.0,0.0,3.0,1.0,0.0,0.0,1.0
gene-Saur515_RS14315,host,gene-Saur515_RS14315,167.0,136.0,150.0,69.0,75.0,99.0,184.0,110.0,85.0
gene-Saur515_RS11400,host,gene-Saur515_RS11400,425.0,440.0,443.0,140.0,131.0,205.0,201.0,159.0,89.0
gene-Saur515_RS02805,host,gene-Saur515_RS02805,812.0,857.0,1018.0,212.0,154.0,300.0,304.0,244.0,144.0
gene-Saur515_RS00450,host,argJ,23.0,40.0,32.0,5.0,6.0,13.0,4.0,15.0,3.0
gene-Saur515_RS10455,host,pdxS,2570.0,2835.0,2770.0,454.0,407.0,666.0,571.0,448.0,238.0
gene-Saur515_RS06275,host,yqeK,767.0,743.0,789.0,212.0,167.0,331.0,266.0,216.0,122.0
gene-Saur515_RS04255,host,secG,524.0,499.0,657.0,155.0,127.0,220.0,210.0,195.0,102.0
gene-Saur515_RS11110,host,infC,,,,,,,,,
gene-Saur515_RS10890,host,gene-Saur515_RS10890,348.0,347.0,375.0,68.0,70.0,130.0,107.0,90.0,53.0
gene-Saur515_RS04000,host,gene-Saur515_RS04000,642.0,619.0,706.0,190.0,186.0,315.0,242.0,236.0,137.0
gene-Saur515_RS06525,host,comGC,2.0,8.0,7.0,2.0,3.0,2.0,0.0,2.0,3.0
gene-Saur515_RS06645,host,lpdA,1818.0,1801.0,1899.0,587.0,553.0,936.0,656.0,445.0,329.0
gene-Saur515_RS09795,host,gene-Saur515_RS09795,19.0,17.0,14.0,4.0,7.0,2.0,9.0,12.0,2.0
gene-Saur515_RS05555,host,gene-Saur515_RS05555,934.0,1089.0,1054.0,238.0,245.0,362.0,365.0,248.0,161.0
gene-Saur515_RS07400,host,gene-Saur515_RS07400,60.0,60.0,84.0,13.0,9.0,25.0,21.0,16.0,9.0
gene-Saur515_RS11900,host,yabA,335.0,376.0,430.0,100.0,81.0,149.0,129.0,85.0,66.0
gene-Saur515_RS12200,host,gene-Saur515_RS12200,1163.0,1348.0,1384.0,291.0,340.0,491.0,398.0,363.0,187.0
gene-Saur515_RS07725,host,gene-Saur515_RS07725,141.0,153.0,177.0,58.0,42.0,57.0,73.0,70.0,36.0
gene-Saur515_RS10490,host,gene-Saur515_RS10490,467.0,496.0,532.0,126.0,114.0,202.0,146.0,123.0,64.0
gene-Saur515_RS12720,host,gene-Saur515_RS12720,26.0,16.0,25.0,8.0,7.0,9.0,32.0,11.0,11.0
gene-Saur515_RS08105,host,purC,301.0,316.0,365.0,229.0,186.0,286.0,185.0,177.0,133.0
gene-Saur515_RS13635,host,gene-Saur515_RS13635,283.0,278.0,324.0,112.0,99.0,185.0,133.0,73.0,66.0
gene-Saur515_RS06185,host,gene-Saur515_RS06185,1330.0,1534.0,1454.0,400.0,419.0,594.0,637.0,297.0,226.0
gene-Saur515_RS00560,host,cap8L,53.0,45.0,39.0,14.0,8.0,10.0,12.0,12.0,7.0
gene-Saur515_RS13670,host,gene-Saur515_RS13670,3.0,11.0,6.0,3.0,0.0,3.0,1.0,5.0,0.0
gene-phage515_00073,phage,lysK.2,54.0,73.0,49.0,500.0,670.0,848.0,,,
gene-Saur515_RS01375,host,gene-Saur515_RS01375,62.0,70.0,70.0,15.0,11.0,21.0,23.0,7.0,6.0
gene-Saur515_RS12255,host,gene-Saur515_RS12255,764.0,795.0,1015.0,226.0,88.0,199.0,161.0,121.0,82.0
gene-Saur515_RS01445,host,pcp,50.0,53.0,63.0,10.0,7.0,15.0,12.0,27.0,14.0
gene-Saur515_RS12525,host,gene-Saur515_RS12525,37.0,34.0,45.0,10.0,2.0,12.0,11.0,9.0,11.0
gene-Saur515_RS10725,host,gene-Saur515_RS10725,60.0,79.0,78.0,29.0,16.0,32.0,30.0,24.0,19.0
gene-Saur515_RS07685,host,gene-Saur515_RS07685,280.0,361.0,333.0,72.0,47.0,53.0,108.0,57.0,30.0
gene-Saur515_RS09475,host,gene-Saur515_RS09475,107.0,122.0,160.0,29.0,32.0,42.0,31.0,36.0,11.0
gene-Saur515_RS09435,host,murF,1624.0,1824.0,1780.0,625.0,600.0,925.0,750.0,458.0,375.0
gene-Saur515_RS08785,host,plsY,804.0,888.0,1014.0,343.0,217.0,520.0,597.0,337.0,192.0
gene-Saur515_RS07365,host,gene-Saur515_RS07365,124.0,141.0,105.0,95.0,73.0,107.0,96.0,45.0,38.0
gene-Saur515_RS04350,host,uvrA,1533.0,1652.0,1729.0,629.0,566.0,903.0,841.0,545.0,384.0
gene-Saur515_RS14050,host,gene-Saur515_RS14050,55.0,52.0,41.0,25.0,15.0,40.0,56.0,42.0,31.0
gene-Saur515_RS05115,host,gene-Saur515_RS05115,295.0,286.0,315.0,52.0,70.0,112.0,86.0,63.0,31.0
gene-Saur515_RS05015,host,gene-Saur515_RS05015,,,,,,,,,
gene-Saur515_RS13420,host,sdrM,283.0,319.0,303.0,127.0,117.0,190.0,197.0,134.0,80.0
gene-Saur515_RS12680,host,gene-Saur515_RS12680,14.0,20.0,13.0,7.0,8.0,10.0,11.0,5.0,6.0
gene-Saur515_RS03030,host,gene-Saur515_RS03030,290.0,359.0,352.0,132.0,106.0,195.0,193.0,109.0,92.0
gene-phage515_00062,phage,rbn,,,,,,,,,
gene-Saur515_RS13390,host,gene-Saur515_RS13390,248.0,256.0,328.0,88.0,54.0,130.0,146.0,124.0,66.0
gene-Saur515_RS02030,host,gene-Saur515_RS02030,854.0,906.0,954.0,215.0,223.0,344.0,503.0,442.0,230.0
gene-phage515_00019,phage,gene-phage515_00019,,,,,,,,,
gene-Saur515_RS02920,host,gene-Saur515_RS02920,15.0,12.0,18.0,2.0,8.0,3.0,3.0,10.0,2.0
gene-phage515_00204,phage,nadV,,,,,,,,,
gene-Saur515_RS08260,host,gene-Saur515_RS08260,147.0,153.0,199.0,71.0,42.0,106.0,82.0,48.0,35.0
gene-Saur515_RS13975,host,gene-Saur515_RS13975,522.0,454.0,535.0,301.0,260.0,372.0,951.0,217.0,293.0
gene-Saur515_RS05375,host,gene-Saur515_RS05375,51.0,53.0,71.0,23.0,13.0,54.0,32.0,22.0,21.0
gene-Saur515_RS05040,host,mnhE2,76.0,74.0,106.0,24.0,23.0,36.0,29.0,35.0,17.0
gene-Saur515_RS03400,host,sarV,362.0,373.0,455.0,247.0,148.0,443.0,491.0,409.0,250.0
gene-Saur515_RS08495,host,gene-Saur515_RS08495,1024.0,931.0,1178.0,343.0,298.0,663.0,498.0,431.0,220.0
gene-Saur515_RS04600,host,gene-Saur515_RS04600,190.0,213.0,221.0,52.0,53.0,87.0,94.0,41.0,36.0
gene-Saur515_RS01825,host,gene-Saur515_RS01825,84.0,79.0,81.0,32.0,23.0,46.0,38.0,41.0,22.0
gene-Saur515_RS00410,host,mupG,81.0,69.0,102.0,17.0,22.0,38.0,45.0,47.0,18.0
gene-phage515_00205,phage,gene-phage515_00205,1736.0,1955.0,1825.0,,,,1112.0,,678.0
gene-phage515_00230,phage,gene-phage515_00230,2384.0,2615.0,2746.0,723.0,654.0,1240.0,1017.0,720.0,488.0
gene-Saur515_RS09060,host,gene-Saur515_RS09060,121.0,112.0,152.0,51.0,39.0,84.0,57.0,124.0,42.0
gene-Saur515_RS09980,host,pde2,747.0,834.0,884.0,331.0,275.0,495.0,346.0,276.0,163.0
gene-Saur515_RS01075,host,gene-Saur515_RS01075,85.0,51.0,70.0,17.0,10.0,34.0,14.0,22.0,8.0
gene-Saur515_RS01620,host,sasA,860.0,818.0,896.0,248.0,243.0,434.0,497.0,247.0,197.0
gene-Saur515_RS06885,host,gene-Saur515_RS06885,5.0,6.0,14.0,2.0,3.0,5.0,5.0,5.0,4.0
gene-Saur515_RS09725,host,gene-Saur515_RS09725,2199.0,2571.0,2597.0,814.0,627.0,1111.0,1049.0,753.0,414.0
gene-Saur515_RS03875,host,mnhG1,673.0,777.0,800.0,334.0,326.0,530.0,395.0,304.0,167.0
gene-Saur515_RS04205,host,gene-Saur515_RS04205,49.0,42.0,53.0,15.0,16.0,12.0,14.0,5.0,9.0
gene-phage515_00044,phage,mbpP,2123.0,2292.0,1838.0,,,,,,
gene-Saur515_RS11265,host,obgE,1019.0,1109.0,1157.0,346.0,313.0,509.0,457.0,332.0,200.0
gene-Saur515_RS08075,host,qoxA,,,,,,,,,
gene-Saur515_RS14385,host,gene-Saur515_RS14385,605.0,606.0,645.0,239.0,253.0,458.0,411.0,314.0,201.0
gene-Saur515_RS13215,host,gene-Saur515_RS13215,30.0,36.0,39.0,13.0,7.0,16.0,11.0,5.0,2.0
gene-Saur515_RS09190,host,gene-Saur515_RS09190,840.0,987.0,1105.0,145.0,111.0,198.0,203.0,173.0,79.0
gene-Saur515_RS09975,host,gene-Saur515_RS09975,756.0,741.0,810.0,278.0,234.0,427.0,348.0,296.0,174.0
gene-Saur515_RS10730,host,gene-Saur515_RS10730,1040.0,1155.0,1211.0,264.0,229.0,417.0,475.0,321.0,167.0
gene-Saur515_RS07700,host,gene-Saur515_RS07700,25.0,28.0,38.0,6.0,6.0,6.0,14.0,7.0,2.0
gene-Saur515_RS12635,host,gene-Saur515_RS12635,1321.0,1552.0,1670.0,573.0,562.0,863.0,782.0,818.0,445.0
gene-Saur515_RS07560,host,gene-Saur515_RS07560,125.0,154.0,184.0,49.0,46.0,87.0,101.0,72.0,54.0
gene-Saur515_RS00830,host,gene-Saur515_RS00830,1238.0,1424.0,1464.0,435.0,379.0,544.0,628.0,571.0,299.0
gene-phage515_00095,phage,pro,202.0,174.0,171.0,,,,,,
gene-Saur515_RS03760,host,gene-Saur515_RS03760,309.0,330.0,374.0,92.0,57.0,154.0,133.0,127.0,72.0
gene-Saur515_RS01730,host,arcD,46.0,44.0,50.0,25.0,29.0,32.0,31.0,24.0,14.0
gene-Saur515_RS12740,host,sea,877.0,999.0,948.0,302.0,276.0,491.0,466.0,400.0,210.0
gene-Saur515_RS14245,host,gene-Saur515_RS14245,7.0,9.0,7.0,0.0,4.0,2.0,4.0,3.0,3.0
gene-Saur515_RS10420,host,radA,1206.0,1246.0,1330.0,415.0,376.0,538.0,489.0,343.0,218.0
gene-Saur515_RS01775,host,nsaR,622.0,574.0,664.0,191.0,164.0,255.0,268.0,182.0,124.0
gene-Saur515_RS04170,host,gene-Saur515_RS04170,219.0,240.0,231.0,58.0,66.0,71.0,103.0,85.0,50.0
gene-Saur515_RS02875,host,gene-Saur515_RS02875,1591.0,1657.0,1852.0,581.0,429.0,874.0,797.0,891.0,470.0
gene-Saur515_RS09235,host,gene-Saur515_RS09235,2213.0,2505.0,2561.0,765.0,735.0,1157.0,1255.0,,623.0
gene-Saur515_RS14225,host,gene-Saur515_RS14225,10.0,18.0,19.0,3.0,4.0,7.0,3.0,3.0,2.0
gene-Saur515_RS09615,host,gene-Saur515_RS09615,167.0,167.0,199.0,52.0,38.0,70.0,59.0,70.0,34.0
gene-Saur515_RS13720,host,gene-Saur515_RS13720,,,,,,,,,
gene-Saur515_RS13510,host,gene-Saur515_RS13510,441.0,407.0,425.0,197.0,182.0,289.0,460.0,226.0,199.0
gene-phage515_00015,phage,gene-phage515_00015,2547.0,2768.0,2992.0,709.0,638.0,1205.0,1033.0,728.0,489.0
gene-Saur515_RS10465,host,aroC,352.0,369.0,373.0,93.0,76.0,114.0,108.0,66.0,48.0
gene-Saur515_RS11465,host,gene-Saur515_RS11465,181.0,189.0,219.0,39.0,39.0,64.0,99.0,81.0,41.0
gene-Saur515_RS05660,host,rlmN,1024.0,1081.0,1141.0,372.0,341.0,569.0,477.0,232.0,200.0
gene-Saur515_RS14005,host,pckA,989.0,1078.0,1078.0,152.0,225.0,346.0,334.0,258.0,133.0
gene-Saur515_RS11710,host,gene-Saur515_RS11710,216.0,272.0,254.0,54.0,74.0,98.0,74.0,73.0,47.0
gene-Saur515_RS06060,host,mutL,953.0,989.0,937.0,220.0,218.0,299.0,316.0,139.0,117.0
gene-Saur515_RS08245,host,gene-Saur515_RS08245,,,,,,,,,
gene-Saur515_RS08540,host,cspA,,,,,,,,,
gene-Saur515_RS05695,host,gene-Saur515_RS05695,1144.0,1144.0,1210.0,320.0,267.0,466.0,435.0,349.0,221.0
gene-Saur515_RS06855,host,gene-Saur515_RS06855,33.0,28.0,48.0,24.0,18.0,37.0,49.0,33.0,17.0
gene-Saur515_RS09905,host,ezrA,,,,,,,,,
gene-phage515_00167,phage,gene-phage515_00167,1756.0,1984.0,1689.0,,,,,,
gene-Saur515_RS11880,host,tmk,315.0,356.0,405.0,95.0,81.0,106.0,103.0,87.0,47.0
gene-Saur515_RS09730,host,trmB,1051.0,1218.0,1272.0,343.0,309.0,571.0,453.0,334.0,223.0
gene-Saur515_RS04495,host,gene-Saur515_RS04495,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gene-Saur515_RS05480,host,mraY,994.0,1061.0,1033.0,330.0,307.0,483.0,382.0,265.0,154.0
gene-Saur515_RS04890,host,gene-Saur515_RS04890,895.0,1059.0,1177.0,210.0,184.0,316.0,440.0,322.0,173.0
gene-Saur515_RS13740,host,ytkD,36.0,48.0,61.0,26.0,21.0,29.0,18.0,11.0,9.0
gene-phage515_00126,phage,gene-phage515_00126,1981.0,2373.0,2072.0,,,,,,
gene-Saur515_RS12235,host,gene-Saur515_RS12235,1791.0,1804.0,1910.0,461.0,437.0,733.0,589.0,341.0,279.0
gene-Saur515_RS02860,host,gene-Saur515_RS02860,110.0,123.0,144.0,47.0,49.0,45.0,53.0,34.0,18.0
gene-Saur515_RS01430,host,bstA,67.0,57.0,82.0,44.0,25.0,51.0,54.0,61.0,25.0
gene-Saur515_RS10430,host,gene-Saur515_RS10430,1454.0,1597.0,1597.0,387.0,360.0,612.0,531.0,386.0,265.0
gene-Saur515_RS02465,host,gene-Saur515_RS02465,397.0,440.0,451.0,239.0,314.0,481.0,450.0,405.0,256.0
gene-Saur515_RS09780,host,gene-Saur515_RS09780,,,,,,,,,
gene-Saur515_RS05880,host,gene-Saur515_RS05880,819.0,889.0,923.0,196.0,163.0,225.0,227.0,143.0,90.0
gene-Saur515_RS09215,host,gene-Saur515_RS09215,325.0,323.0,444.0,117.0,67.0,136.0,78.0,76.0,29.0
gene-Saur515_RS06215,host,gene-Saur515_RS06215,35.0,50.0,45.0,20.0,34.0,18.0,26.0,10.0,12.0
gene-Saur515_RS06030,host,gene-Saur515_RS06030,372.0,414.0,449.0,151.0,136.0,227.0,246.0,148.0,121.0
gene-Saur515_RS08375,host,gene-Saur515_RS08375,697.0,927.0,846.0,130.0,132.0,257.0,270.0,174.0,99.0
gene-Saur515_RS03650,host,rplM,,,,,,1545.0,,,
gene-Saur515_RS10315,host,rpsG,,,,,,,,,
gene-Saur515_RS06540,host,gene-Saur515_RS06540,14.0,11.0,14.0,3.0,2.0,5.0,9.0,1.0,1.0
gene-phage515_00209,phage,gene-phage515_00209,,,3158.0,,,,1343.0,,
gene-Saur515_RS10945,host,gene-Saur515_RS10945,322.0,350.0,366.0,56.0,36.0,92.0,95.0,69.0,42.0
gene-Saur515_RS06430,host,rpoD,2418.0,2670.0,2721.0,804.0,584.0,1089.0,1060.0,756.0,432.0
gene-Saur515_RS01465,host,gene-Saur515_RS01465,34.0,45.0,39.0,11.0,5.0,7.0,11.0,10.0,3.0
gene-Saur515_RS00380,host,gene-Saur515_RS00380,545.0,498.0,538.0,174.0,187.0,292.0,290.0,203.0,133.0
gene-Saur515_RS06795,host,gene-Saur515_RS06795,107.0,126.0,141.0,34.0,25.0,50.0,49.0,28.0,29.0
gene-phage515_00087,phage,gene-phage515_00087,1660.0,1851.0,1690.0,,,,,,
gene-Saur515_RS13225,host,gene-Saur515_RS13225,313.0,338.0,345.0,83.0,62.0,97.0,112.0,103.0,34.0
gene-Saur515_RS02635,host,mdeA,592.0,566.0,559.0,275.0,231.0,365.0,323.0,300.0,149.0
gene-Saur515_RS07925,host,gene-Saur515_RS07925,15.0,18.0,17.0,2.0,2.0,5.0,7.0,3.0,1.0
gene-Saur515_RS06770,host,scpB,658.0,748.0,706.0,205.0,206.0,362.0,243.0,246.0,125.0
gene-Saur515_RS11140,host,tig,,,,,,,,,
gene-Saur515_RS13765,host,gene-Saur515_RS13765,2295.0,2553.0,2516.0,546.0,558.0,835.0,1007.0,395.0,432.0
gene-Saur515_RS13980,host,gene-Saur515_RS13980,1091.0,975.0,1155.0,757.0,651.0,913.0,,538.0,677.0
gene-Saur515_RS06990,host,gene-Saur515_RS06990,19.0,35.0,33.0,9.0,3.0,11.0,9.0,5.0,4.0
gene-Saur515_RS05955,host,gene-Saur515_RS05955,,,,,,,,,
gene-Saur515_RS03115,host,gene-Saur515_RS03115,251.0,333.0,338.0,63.0,59.0,113.0,120.0,77.0,40.0
